source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp,ruwe
528397633019065216,1.6306256859590773,66.73577675707352,4.286450270841945,-29.925151035568927,-17.547880930582984,16.427378,2.4951,0.9472147
528398247196055680,1.4694263301253196,66.75230625999144,0.7452103054526499,1.2270246934527171,-0.5301530486003169,18.566357,2.1340237,1.0647562
528427422912086784,0.37460719994772507,66.60339936465724,0.8499835273782204,-0.06887912345167867,-2.3467891650617005,17.034399,2.2838888,0.94383335
528428724283221632,0.4919636742933537,66.62466226353983,5.050597808696847,-24.549906642304446,14.729347465574428,18.930342,3.0259647,1.0218862
528429106539774336,0.3687127380234986,66.67071113160539,0.39971629043798107,-5.495168553588873,0.9952237525989691,15.289734,2.7627811,0.9928203
528430137331409280,0.22531967714088869,66.61710703282502,0.27956484634197,-2.7011300384787704,-0.62988951050285,14.693542,4.1648827,1.1023704
528431232544139776,0.0740872092321576,66.64775003002734,0.7596112289942665,1.8320329024631323,2.983767177561383,18.269604,2.9346771,0.94580615
528431717879340928,0.015000084471703165,66.69152272605254,1.831004389011737,16.43012894695414,-6.928956569566481,14.821784,1.3789587,0.94966763
528431820958554624,0.01678360419868566,66.69788293569098,1.2130633538181952,-10.45479396626996,-5.4830492869119,14.911353,1.962884,1.0047914
528432061476742656,0.33720611709196546,66.68020301334361,0.600992511185415,-3.7259827168804818,-0.9227232746277778,17.140543,2.4116,1.2109383
528432130197367168,0.2757528956166878,66.69243330439507,0.9559532088369734,-8.812010137374951,0.8487435660500405,17.777733,2.3280926,1.0792909
528437833912957696,1.1420272950035095,66.65567465692646,1.158369101077972,7.087704689196502,-6.467905707986641,17.272442,2.1194744,1.0191702
528440513972396672,0.7229295420398405,66.689983187532,0.4211425137024642,0.2388569672561273,-0.38704993514462144,17.585712,2.3101082,1.0583006
528443430251301888,1.4079835470558208,66.68602500348292,1.077805646937921,2.84931602727447,-2.846986199915647,15.360264,1.7976084,1.0210418
528443876927959168,1.3165529971731065,66.74669428119002,0.4290634847637747,-2.7130718157888207,-1.0940759034082626,17.632372,2.0264282,0.96650875
528443881226895104,1.32842187778374,66.74733318387874,0.5367663952284493,-1.9081420654252004,-2.4428229074373418,17.254513,2.0076923,1.0232215
528444430982704640,1.1430804212473977,66.73955722380659,0.8777920392181707,1.0909586571502907,-7.182451622887989,16.6204,1.9424429,0.949609
528444499702176896,1.100051435940228,66.75433456814768,1.0747429751315765,-9.569233396237628,-0.9527429277510571,14.42781,1.6066208,1.3760239
528446286408560256,1.1800610980872874,66.80920459506814,0.8714308906437125,1.7323755584795504,-2.376152818897498,16.093887,1.8545427,0.9913045
528446526926724608,1.0873459542917345,66.82080298277639,0.8640509224481839,2.4336441161411697,-0.37799159730182325,18.212633,2.3924751,1.062885
528446767444893056,1.22312391767314,66.84099662695449,0.30747928542706393,-2.2056384373283655,0.8787850534146691,15.698868,2.823741,1.0963129
528449206987384320,0.7868393522260708,66.85431097407982,0.7205168806573314,-5.795978282256334,1.2161328907667692,17.474302,2.4289017,1.1090411
528449305766731136,0.7239169606465263,66.8732600047518,0.6465173802954856,-2.2904051485474803,-3.8474949499520905,17.652742,2.351469,1.0969142
528449546284877568,0.9882014696620737,66.84176053300672,0.5094661168165119,-2.4821026873210745,-0.6848592984325779,17.818636,2.3619728,0.9999315
528449992961515520,0.9294011793597658,66.89927298568404,0.9584427107553692,-6.569610898716176,-2.1750215697477526,18.321608,2.3099613,1.0024718
528451401711525376,0.7974561795862196,66.94520242844543,1.582108200595918,13.826345086068311,2.5448548992585707,18.435646,2.9604225,1.0157659
528451646527716736,0.7418165750107558,66.9958551078278,1.2000160091342307,22.445524355630727,2.062882316043363,15.594692,2.0352793,1.1183714
528452058844481664,0.5526276130972251,66.68541499056009,1.466866989088187,0.3600646192387399,-4.659787789339136,12.820203,1.1032848,0.94488215
528452849118456192,0.48136396648605817,66.69803440673265,2.2317294309767,7.325536909731292,-7.715807565169529,16.538008,2.1873617,1.0182258
528453364514516224,0.49614037079600115,66.75093434498355,1.1750524484141374,0.654468224246881,-5.134813362846009,17.303852,2.2657948,0.9713475
528455323019582464,0.3948137923093831,66.8122639228883,1.6704563640661358,5.901355048578635,6.806496042134215,17.076853,2.2732468,0.92427564
528455941494862080,0.4370870181227853,66.86718072838552,1.2460931869790377,-1.1809731798092062,-3.0450675940750305,16.530977,2.202426,0.98756474
528456078933844352,0.33707240480797485,66.73957375252525,0.42193702533581456,-3.3554688635883547,0.058254011234860334,15.883358,2.7578306,1.2651079
528456182013050880,0.2980931462370281,66.75998713511703,0.66416930013852,5.938801060004518,-0.26236532592085066,17.987888,2.5867996,0.980093
528456285092262400,0.2843066428301015,66.77438384642377,1.1187233159374879,8.255201206702761,-3.5877601892718554,14.485682,1.9079475,0.953663
528457930063318144,0.1221651625723747,66.86298892193531,1.2577310035730511,-4.48395310510846,-1.053447571307994,18.530182,2.596056,0.94519305
528458514176612736,0.2984910138811449,66.87087739099276,0.46993227345580274,-6.2957534897668666,-0.5651036897296063,17.422466,3.218607,0.93187916
528459716767477120,0.04288310255868417,66.90227846745675,0.5675359998891436,4.26644467193415,1.224738041728003,18.035273,2.7550735,1.0085232
528459755425800448,0.018905497120872666,66.91705985474985,1.477801430629019,-9.188400208149789,1.5439096122592995,14.08198,1.3161011,1.3988498
528460030303705728,0.11805033785169258,66.93956144536949,0.8099417590359307,-7.4927496341352615,-3.3029109988829513,16.934608,2.6455393,1.0225346
528460202102394880,0.08150527444615611,66.94299596476644,1.3540813092644934,-4.609902268226845,0.7062599838868036,13.7836485,1.2396545,1.2508285
528461851370013696,0.4057888110980772,66.9056137526873,0.42686220697496846,-1.140052200303098,-3.008126235637781,16.006123,3.0980577,1.0535121
528462263686708992,0.5361675551325877,66.94353480720223,0.3172591098094976,-1.8205695629964351,1.012370310234972,15.835881,2.5208273,1.0728823
528463157039902976,0.5814864024525632,66.97893582717691,1.7756417699081433,-8.695173579790952,-10.19817229350904,16.082054,1.7863922,1.0566765
528463844234667264,0.4685140148983671,66.98028538226758,1.030068355908957,12.42456698266751,-2.2041875488326443,17.918873,2.6786137,1.0609013
528464290911252864,0.3876204121487329,67.04108744421393,1.716466742441876,-2.106145146729189,1.097349877101189,14.733306,1.4568214,0.9576176
528464393990472448,0.4738678496126605,67.02539609166661,1.0540302671985176,2.3532414663847736,-2.660698171366864,17.833559,2.3541222,1.071556
528465184264464256,0.26730129988071993,66.94949195225436,1.68238455559214,-11.40214923341141,-5.045309611925131,16.306156,1.8384962,0.97412807
528465734020267264,0.23297547559455095,67.00238892988989,1.164173824436856,5.417598051738177,3.846067804845096,16.443974,2.1440449,0.97360325
528466245117806592,0.08626342231737616,66.98643287064982,0.8516305465018928,6.023867546082056,-2.2630083309457696,18.341063,2.6758842,1.0158256
528466313837294464,0.014380362947358434,67.00804464841663,0.812088811629402,-4.804664024515356,-1.2678078129120318,18.474775,2.7696323,1.0226734
528466554355469824,0.15999640489286085,67.02205699259349,0.9828146416037673,-4.593049240330548,-0.15292276276119138,18.828602,2.7820206,0.9929857
528468311000633984,0.1652030518151902,67.0786496611062,1.3347686699233052,-0.858016442833593,4.959577509425558,17.077818,1.9422894,0.9182178
528489025624928640,1.7926360756283717,66.80621978707096,0.583248142444037,1.211474391701561,-0.14068797379307255,15.545977,1.7421284,1.0222186
528490503093687296,1.7886739275193864,66.82290039841932,0.6709763014180858,3.6130915684288176,-0.3573410309116083,17.591597,2.2536716,0.9875272
528491194587109248,1.8149159014385812,66.88178644601574,0.3119444528396953,-2.5022444333191856,-0.639422728837779,16.198606,2.929309,1.0140567
528491572544255488,1.6559546173945687,66.7686698436117,1.4287459762448416,-4.344346177187982,-1.7496921751770962,15.665638,1.9137449,1.0209603
528491709983203968,1.6622011171021518,66.79199196676367,0.5879896166860905,2.4038223859375814,1.0588787489517266,17.729227,2.2166233,1.038955
528492667759780224,1.4762935451526198,66.82287343868818,0.41558120768556045,2.370448144591276,-0.5929266898437231,17.484728,2.103178,1.0173637
528492873916633472,1.470332822913377,66.84600598341139,0.7253479137798841,-1.3180417263581508,-3.0804402112537272,18.462555,2.4366226,1.0197861
528492912574036864,1.5897306669408613,66.82217083952177,0.5138176691797365,0.41939898870543735,-1.6232045699323874,17.589634,2.0953217,0.971103
528493767268846080,1.6832657672661717,66.8612505876768,1.1306625028620954,-3.629501373471333,-1.3908427353310964,13.967937,1.3474283,1.0679308
528496997084293248,1.8931831512934163,66.92835152072807,2.4272439897789115,-5.772710819262107,0.21212870571503686,16.809479,2.4991379,0.9633958
528497310620529920,1.945764000271643,66.92649141842793,0.722809130031564,5.043446521382698,2.6836971235763585,17.716274,2.4384098,1.0450966
528498616290574720,2.1034815849662714,66.99711765989005,0.16152410678571572,-2.2205250966160737,-0.30299171861104796,15.502074,3.577569,1.0288527
528498959888115968,1.943232521649031,66.96613694289245,3.4370342713058273,-6.123606147258555,2.1030175727710585,17.591152,2.7004166,1.0753032
528499475284014592,1.8337911920226668,67.0353661646461,1.185954274796415,-4.692425333637932,-1.062288015936893,14.464779,1.5266361,0.9868342
528500265558009728,1.7096428686542462,66.96687217459032,0.43255279111756495,0.5097312106457952,1.4519660795852807,16.698908,2.85293,1.0438536
528501880465687936,1.5919937857115642,67.05252451629755,1.8224265844354424,13.665500113079217,-0.6724649966096582,13.6611185,1.178649,0.97068316
528504006470027520,1.5560656387914802,67.13682372854048,1.1052349753561201,-5.15748597917039,-2.8375146505488633,18.373999,2.455412,0.94354445
528510229882307584,2.2389126649659175,66.98371313086629,1.3068633271462837,20.577008910713317,-0.4314509874193763,16.61523,2.139017,1.0122291
528512119667887872,2.3759349612252048,67.13071437655199,2.5191434841923743,-18.71291314834143,-13.900343157641984,15.214029,1.6826744,0.94445056
528520194207397504,2.4052702549163585,67.22675910359541,7.279450277238092,92.02814340853746,10.275461221075654,10.390232,0.9096508,0.9737399
528520327346435328,2.375425941363888,67.26064640450402,3.1476013561032423,-29.566804022437633,-11.64032114236194,17.6983,2.5605164,1.0086278
528522251492073728,2.0976455852596385,67.05224909731916,0.9481915951224603,5.9240212510269545,3.4785249107829825,17.784506,2.330759,0.99842316
528523625883011456,1.8479658174478302,67.11826998207499,1.123562413597319,3.2159452321179574,-1.680381774445523,18.55267,2.7624073,1.2626138
528524454813950976,2.0970438439693417,67.1501496555994,5.006507625064568,46.08119168314636,37.168882491297225,16.842224,2.934681,1.1000788
528524764051593216,2.0281027945363297,67.17241961978668,1.7986970019631272,32.05015459869526,-3.2249248531150405,14.787613,1.4782324,0.98517096
528525859265065216,1.8347484702641506,67.22446257787725,0.9626677411972381,6.430048954786676,0.6114676948982182,18.49139,2.8960495,0.98146224
528527684629157760,1.6023553176955783,67.17997710971106,1.3850818558153517,-1.0031934392501671,6.363159109132204,16.824636,1.8630285,1.0051124
528527856427840256,1.5296346992858123,67.19271367485898,0.83759974195172,-10.039373808804537,-5.549452864426288,17.170795,2.3597546,1.0338444
528528887219983232,1.7569359551957844,67.24645305151964,0.8108665822816469,-0.7705064557024526,0.4425933575359653,16.94218,2.9835186,0.9702499
528530016793267712,1.522261961748852,67.27381159245279,0.7466162573160565,2.113365701079394,2.537895691906418,17.93699,2.4347515,1.04534
528534728375702784,2.0018844898332553,67.3907283747975,1.236046299641201,-5.580978906446968,-2.617569680967073,17.353182,2.7094307,1.0554768
528535484289718016,1.7783973032912137,67.33010617780961,1.8187878472499521,27.48141099831835,2.2806716615797393,17.028584,2.3113995,0.9988212
528535823588380544,1.7949739410783974,67.35625944931053,1.1902974833432296,-3.1115998499070825,-3.3058531892666005,13.207151,2.178563,0.979036
528536893038959232,1.6151294718696856,67.38816621461515,1.1785154499319854,-10.9250299821527,-3.971607086993223,16.282682,2.5901632,0.97672147
528537339715537280,1.5432320247972613,67.43926207409055,1.4473400584836853,-14.893985562191029,-9.490651361953145,16.117764,1.752305,1.0004792
528537404138759936,1.484593473396223,67.46049991741499,0.9063287252644036,-4.356114866757522,-5.352430825507108,17.9725,2.754736,0.9801538
528538164349534848,1.8134696349311432,67.47461472613251,8.666497739598737,88.57807402693817,19.112958243423705,16.872744,3.440299,1.0226915
528538439227155584,1.7058620318080289,67.49211181439175,1.8584735040110067,1.6412954243442541,-3.6645665024863248,15.742821,1.779027,1.0896682
528539156485468544,1.5953983855997464,67.4867668164365,1.5749220040419718,1.5093349243646943,-0.4932402375529634,18.665314,2.670206,1.0165062
528539397003347072,1.5216620247581645,67.52492075617546,1.660436501559866,-6.266402910206479,-6.631335973567682,17.429724,2.2843933,1.000366
528539603162305152,1.4990116260489559,67.54967268299026,1.0655008394264711,-7.635946112097476,-5.4994349737702075,18.842358,2.6110287,1.0192147
528540049836436608,1.3138274308632356,66.87975317012558,0.3813199232008821,-1.3851972657005185,-0.8849013886512824,17.462074,2.2314053,0.96974486
528540157214256384,1.280155613768746,66.901619163606,2.4675607128979724,-1.6548676104315643,-6.161876683284218,16.377123,2.2342129,1.0996225
528540977549398016,1.2027082891193634,66.92222329733777,0.8065070603112092,1.1138009958028374,2.432526038651525,18.26293,2.387682,0.9556723
528541600323531264,1.157395706897747,66.94944598523438,1.5922224256216873,-9.45514531792319,-2.506334463638543,17.174454,2.0688934,0.96902883
528542802914083712,1.3225663394954408,67.01602042890248,0.24502696828295795,-3.7917159157316003,1.2566310385711805,16.113203,2.7833166,1.0349933
